inn,href,revenue
5504222234,https://bo.nalog.ru/organizations-card/3473285,698.7
7840486090,https://bo.nalog.ru/organizations-card/8126958,54.0
7717027256,https://bo.nalog.ru/organizations-card/7111680,0.0
7706217255,https://bo.nalog.ru/organizations-card/6681553,0.0
4211016600,https://bo.nalog.ru/organizations-card/529947,1044.7
5190018387,https://bo.nalog.ru/organizations-card/7809363,1237.7
7722742043,https://bo.nalog.ru/organizations-card/5441098,256.7
2308169483,https://bo.nalog.ru/organizations-card/1396173,105.1
7306999544,https://bo.nalog.ru/organizations-card/2038622,414.0
7708767864,https://bo.nalog.ru/organizations-card/7355025,303.7
6681005494,https://bo.nalog.ru/organizations-card/8954465,325.1
5638023897,https://bo.nalog.ru/organizations-card/4474078,556.0
7722590457,https://bo.nalog.ru/organizations-card/5145381,144.0
7716800385,https://bo.nalog.ru/organizations-card/9340874,0.0
7718593342,https://bo.nalog.ru/organizations-card/5217692,0.0
7722718851,https://bo.nalog.ru/organizations-card/1342128,88.6
2308114075,https://bo.nalog.ru/organizations-card/6154192,3.8
7703447349,https://bo.nalog.ru/organizations-card/10606320,0.0
1101040322,https://bo.nalog.ru/organizations-card/188523,18.0
6504023520,https://bo.nalog.ru/organizations-card/11119110,7.4
4222013657,https://bo.nalog.ru/organizations-card/4961186,59.5
7728896360,https://bo.nalog.ru/organizations-card/8947745,838.8
7717519522,https://bo.nalog.ru/organizations-card/2669796,0.0
5009092686,https://bo.nalog.ru/organizations-card/8450245,42.4
5406975261,https://bo.nalog.ru/organizations-card/10213692,809.1
2721225117,https://bo.nalog.ru/organizations-card/9819189,108.9
7717573664,https://bo.nalog.ru/organizations-card/6514332,70.8
7725704102,https://bo.nalog.ru/organizations-card/3676756,1249.0
7705913482,https://bo.nalog.ru/organizations-card/4373872,0.0
1655249093,https://bo.nalog.ru/organizations-card/7486965,6.0
6617022809,https://bo.nalog.ru/organizations-card/8025313,524.6
4230033209,https://bo.nalog.ru/organizations-card/11002286,833.9
6949109958,https://bo.nalog.ru/organizations-card/10331583,44.6
7825507531,https://bo.nalog.ru/organizations-card/6331766,781.8
1655425503,https://bo.nalog.ru/organizations-card/11162379,1057.1
2721187510,https://bo.nalog.ru/organizations-card/2065884,8.4
3662241860,https://bo.nalog.ru/organizations-card/10047629,11.2
1655451895,https://bo.nalog.ru/organizations-card/11495742,1240.0
7810856265,https://bo.nalog.ru/organizations-card/1318272,38.5
7708627592,https://bo.nalog.ru/organizations-card/2430846,0.0
7721775960,https://bo.nalog.ru/organizations-card/7584456,249.3
7705737981,https://bo.nalog.ru/organizations-card/6490377,408.2
5905227367,https://bo.nalog.ru/organizations-card/4066417,524.3
7448130407,https://bo.nalog.ru/organizations-card/368756,0.0
3525024737,https://bo.nalog.ru/organizations-card/10731343,8.4
7701043862,https://bo.nalog.ru/organizations-card/7340,0.0
5050125981,https://bo.nalog.ru/organizations-card/9800572,0.0
7451294677,https://bo.nalog.ru/organizations-card/4977980,0
5020002686,https://bo.nalog.ru/organizations-card/5940606,61.7
6671012125,https://bo.nalog.ru/organizations-card/9232237,8.0
1831163599,https://bo.nalog.ru/organizations-card/8224494,0.0
7701397533,https://bo.nalog.ru/organizations-card/8551732,1387.2
4704000029,https://bo.nalog.ru/organizations-card/10505057,1649.0
7707662379,https://bo.nalog.ru/organizations-card/3303403,65.8
4710004180,https://bo.nalog.ru/organizations-card/2129441,1063.5
7724931977,https://bo.nalog.ru/organizations-card/8770592,0.0
5029207430,https://bo.nalog.ru/organizations-card/9610377,1.0
7708286737,https://bo.nalog.ru/organizations-card/9689131,13.4
7730707758,https://bo.nalog.ru/organizations-card/8566982,0.0
7717745698,https://bo.nalog.ru/organizations-card/7753754,64.4
3328464400,https://bo.nalog.ru/organizations-card/1194535,37.2
7453255828,https://bo.nalog.ru/organizations-card/7914960,2.3
6604011542,https://bo.nalog.ru/organizations-card/6992834,619.0
7451404922,https://bo.nalog.ru/organizations-card/9651331,0.0
7202112197,https://bo.nalog.ru/organizations-card/4172955,0.0
276033388,https://bo.nalog.ru/organizations-card/6689977,1.0
7714861287,https://bo.nalog.ru/organizations-card/3348387,0.0
2277011020,https://bo.nalog.ru/organizations-card/3004686,324.3
274073480,https://bo.nalog.ru/organizations-card/3297582,0.0
4217194743,https://bo.nalog.ru/organizations-card/11041835,49.4
7100015902,https://bo.nalog.ru/organizations-card/11760403,75.4
6164070110,https://bo.nalog.ru/organizations-card/6945370,181.9
5638060810,https://bo.nalog.ru/organizations-card/727246,0
7604278019,https://bo.nalog.ru/organizations-card/9181862,632.2
4004020090,https://bo.nalog.ru/organizations-card/10269057,74.1
8603119586,https://bo.nalog.ru/organizations-card/892491,1133.7
4401138525,https://bo.nalog.ru/organizations-card/7580286,119.9
7000000719,https://bo.nalog.ru/organizations-card/6422636,0.0
7017187945,https://bo.nalog.ru/organizations-card/5906294,315.1
7713697098,https://bo.nalog.ru/organizations-card/2769998,0.0
5105011802,https://bo.nalog.ru/organizations-card/10106921,39.3
6163081649,https://bo.nalog.ru/organizations-card/720789,0.0
7842005813,https://bo.nalog.ru/organizations-card/773966,188.8
1420001104,https://bo.nalog.ru/organizations-card/10297761,103.2
2700001660,https://bo.nalog.ru/organizations-card/314727,93.0
4326010234,https://bo.nalog.ru/organizations-card/8486097,302.4
7733091925,https://bo.nalog.ru/organizations-card/4393924,1014.7
7706005050,https://bo.nalog.ru/organizations-card/5154425,408.5
7751020155,https://bo.nalog.ru/organizations-card/9724662,271.3
6660011948,https://bo.nalog.ru/organizations-card/6980004,30.3
705008055,https://bo.nalog.ru/organizations-card/7425041,240.2
5410038007,https://bo.nalog.ru/organizations-card/3094231,0.0
7702215585,https://bo.nalog.ru/organizations-card/7099250,0.0
5029175323,https://bo.nalog.ru/organizations-card/7952430,4.6
505005057,https://bo.nalog.ru/organizations-card/9610281,335.2
7717550875,https://bo.nalog.ru/organizations-card/3213476,235.0
7708255425,https://bo.nalog.ru/organizations-card/9203245,943.3
6453074690,https://bo.nalog.ru/organizations-card/1523771,745.4
7327031708,https://bo.nalog.ru/organizations-card/1846353,0
5037009707,https://bo.nalog.ru/organizations-card/8986130,16.5
5102006040,https://bo.nalog.ru/organizations-card/6904369,0.0
7801550552,https://bo.nalog.ru/organizations-card/4670900,31.2
5001041714,https://bo.nalog.ru/organizations-card/4283048,0.0
6134008997,https://bo.nalog.ru/organizations-card/6972257,42.0
3808142210,https://bo.nalog.ru/organizations-card/5889743,0.0
6150050940,https://bo.nalog.ru/organizations-card/1200834,0.0
7717759958,https://bo.nalog.ru/organizations-card/8051234,0.0
9729330282,https://bo.nalog.ru/organizations-card/11945445,843.0
2901196722,https://bo.nalog.ru/organizations-card/1557772,209.4
7106028104,https://bo.nalog.ru/organizations-card/9275090,47.7
7718084024,https://bo.nalog.ru/organizations-card/7125194,4.4
6671462727,https://bo.nalog.ru/organizations-card/8869280,5.6
7702649896,https://bo.nalog.ru/organizations-card/6593793,0.0
7460010603,https://bo.nalog.ru/organizations-card/8040123,150.8
6316101969,https://bo.nalog.ru/organizations-card/2981190,0
5050125124,https://bo.nalog.ru/organizations-card/9738967,0.0
1104014031,https://bo.nalog.ru/organizations-card/9466886,85.6
5260244985,https://bo.nalog.ru/organizations-card/1892810,0.0
7725056250,https://bo.nalog.ru/organizations-card/6557894,274.3
6452106571,https://bo.nalog.ru/organizations-card/8160337,333.5
5407259006,https://bo.nalog.ru/organizations-card/9513329,76.1
7017158503,https://bo.nalog.ru/organizations-card/1635940,0.0
8602218640,https://bo.nalog.ru/organizations-card/8853483,0.0
7723680248,https://bo.nalog.ru/organizations-card/5166146,0.0
1608005036,https://bo.nalog.ru/organizations-card/6727117,96.8
7811075923,https://bo.nalog.ru/organizations-card/7063306,719.2
2459017323,https://bo.nalog.ru/organizations-card/3432200,1.3
6318197624,https://bo.nalog.ru/organizations-card/819394,297.5
2721126148,https://bo.nalog.ru/organizations-card/1297483,32.1
7724751406,https://bo.nalog.ru/organizations-card/868218,0.0
6323100170,https://bo.nalog.ru/organizations-card/6298335,0.0
901001151,https://bo.nalog.ru/organizations-card/3754981,0.0
7726627362,https://bo.nalog.ru/organizations-card/4535958,454.0
5404106812,https://bo.nalog.ru/organizations-card/6079237,0.0
5406651972,https://bo.nalog.ru/organizations-card/3434537,7.9
5052014620,https://bo.nalog.ru/organizations-card/3327214,0.0
6671343060,https://bo.nalog.ru/organizations-card/4577161,0.0
4205080212,https://bo.nalog.ru/organizations-card/4685746,644.2
814166090,https://bo.nalog.ru/organizations-card/912246,956.8
7017317400,https://bo.nalog.ru/organizations-card/7600615,0.0
3415012182,https://bo.nalog.ru/organizations-card/478524,1261.0
7710460622,https://bo.nalog.ru/organizations-card/5136941,2.6
6729006410,https://bo.nalog.ru/organizations-card/3167249,0.0
2463224530,https://bo.nalog.ru/organizations-card/3236966,0.0
1837007613,https://bo.nalog.ru/organizations-card/3411544,0.0
5036043896,https://bo.nalog.ru/organizations-card/5990169,112.0
7838430413,https://bo.nalog.ru/organizations-card/1183713,6.8
6317111688,https://bo.nalog.ru/organizations-card/9639899,0.0
6671352940,https://bo.nalog.ru/organizations-card/3971406,247.0
6315548962,https://bo.nalog.ru/organizations-card/2983999,0.0
5406776851,https://bo.nalog.ru/organizations-card/8442976,0.0
4101124546,https://bo.nalog.ru/organizations-card/2426066,0.0
4823028672,https://bo.nalog.ru/organizations-card/5455426,106.6
1656057203,https://bo.nalog.ru/organizations-card/3263984,488.2
4220036377,https://bo.nalog.ru/organizations-card/3843989,0.0
1659158288,https://bo.nalog.ru/organizations-card/9185069,0.0
7705738015,https://bo.nalog.ru/organizations-card/6490685,0.0
6330039060,https://bo.nalog.ru/organizations-card/3155610,0.0
7724214183,https://bo.nalog.ru/organizations-card/6600500,0.0
2465086082,https://bo.nalog.ru/organizations-card/2940798,0.0
2320059825,https://bo.nalog.ru/organizations-card/3606873,0.0
7718530494,https://bo.nalog.ru/organizations-card/4532551,45.6
5038041781,https://bo.nalog.ru/organizations-card/5990598,845.6
7103032857,https://bo.nalog.ru/organizations-card/6219969,0.0
7709852907,https://bo.nalog.ru/organizations-card/2074056,29.5
3320000608,https://bo.nalog.ru/organizations-card/5650783,31.3
7813347562,https://bo.nalog.ru/organizations-card/4344543,32.6
5609088561,https://bo.nalog.ru/organizations-card/7671444,0.0
1661010352,https://bo.nalog.ru/organizations-card/289753,0.0
7017263642,https://bo.nalog.ru/organizations-card/1619987,1395.0
2302056028,https://bo.nalog.ru/organizations-card/5553644,8.0
7723002725,https://bo.nalog.ru/organizations-card/7119775,1.3
400005927,https://bo.nalog.ru/organizations-card/10378584,0.0
7715879801,https://bo.nalog.ru/organizations-card/3494893,50.8
5907001703,https://bo.nalog.ru/organizations-card/6212417,0.0
6165148850,https://bo.nalog.ru/organizations-card/2329300,1.4
1655087950,https://bo.nalog.ru/organizations-card/121606,350.0
